ShimID,Customer Feedback,Breakage (Yes/No)
3355,Crack appeared,Yes
3356,"Positive, no issues",No
3357,Crack appeared,Yes
3358,"Positive, no issues",No
3359,Crack appeared,Yes
3360,Crack appeared,Yes
3361,"Positive, no issues",No
3362,Shim broke after 2 months,Yes
3363,"Positive, no issues",No
3364,"Positive, no issues",No
3365,"Positive, no issues",No
3366,"Positive, no issues",No
3367,Crack appeared,Yes
3368,"Positive, no issues",No
3369,Crack appeared,Yes
3370,"Positive, no issues",No
3371,"Positive, no issues",No
3372,"Positive, no issues",No
3373,"Positive, no issues",No
3374,Shim broke after 2 months,Yes
3375,Shim worn out quickly,Yes
3376,"Positive, no issues",No
3377,Crack appeared,Yes
3378,"Positive, no issues",No
3379,Crack appeared,Yes
3380,"Positive, no issues",No
3381,"Positive, no issues",No
3382,"Positive, no issues",No
3383,"Positive, no issues",No
3384,"Positive, no issues",No
3385,Shim broke after 2 months,Yes
3386,Shim worn out quickly,Yes
3387,"Positive, no issues",No
3388,"Positive, no issues",No
3389,Shim worn out quickly,Yes
3390,"Positive, no issues",No
3391,Shim worn out quickly,Yes
3392,"Positive, no issues",No
3393,Shim broke after 2 months,Yes
3394,Shim worn out quickly,Yes
3395,Crack appeared,Yes
3396,Shim broke after 2 months,Yes
3397,Shim worn out quickly,Yes
3398,"Positive, no issues",No
3399,"Positive, no issues",No
3400,"Positive, no issues",No
3401,"Positive, no issues",No
3402,Crack appeared,Yes
3403,Shim worn out quickly,Yes
3404,Crack appeared,Yes
3405,Shim broke after 2 months,Yes
3406,"Positive, no issues",No
3407,"Positive, no issues",No
3408,"Positive, no issues",No
3409,"Positive, no issues",No
3410,"Positive, no issues",No
3411,"Positive, no issues",No
3412,Shim broke after 2 months,Yes
3413,Shim broke after 2 months,Yes
3414,"Positive, no issues",No
3415,Crack appeared,Yes
3416,Shim worn out quickly,Yes
3417,"Positive, no issues",No
3418,"Positive, no issues",No
3419,"Positive, no issues",No
3420,Shim broke after 2 months,Yes
3421,Shim worn out quickly,Yes
3422,Shim worn out quickly,Yes
3423,Crack appeared,Yes
3424,"Positive, no issues",No
3425,Shim worn out quickly,Yes
3426,Shim broke after 2 months,Yes
3427,"Positive, no issues",No
3428,"Positive, no issues",No
3429,Shim worn out quickly,Yes
3430,Crack appeared,Yes
3431,"Positive, no issues",No
3432,"Positive, no issues",No
3433,Shim worn out quickly,Yes
3434,Crack appeared,Yes
3435,"Positive, no issues",No
3436,"Positive, no issues",No
3437,Crack appeared,Yes
3438,Crack appeared,Yes
3439,"Positive, no issues",No
3440,"Positive, no issues",No
3441,"Positive, no issues",No
3442,"Positive, no issues",No
3443,Shim worn out quickly,Yes
3444,"Positive, no issues",No
3445,"Positive, no issues",No
3446,"Positive, no issues",No
3447,Crack appeared,Yes
3448,"Positive, no issues",No
3449,Crack appeared,Yes
3450,Crack appeared,Yes
3451,Crack appeared,Yes
3452,Crack appeared,Yes
3453,Crack appeared,Yes
3454,Crack appeared,Yes
3455,"Positive, no issues",No
3456,"Positive, no issues",No
3457,"Positive, no issues",No
3458,"Positive, no issues",No
3459,"Positive, no issues",No
3460,"Positive, no issues",No
3461,Shim broke after 2 months,Yes
3462,Crack appeared,Yes
3463,Shim broke after 2 months,Yes
3464,Crack appeared,Yes
3465,Shim worn out quickly,Yes
3466,Shim worn out quickly,Yes
3467,"Positive, no issues",No
3468,"Positive, no issues",No
3469,Crack appeared,Yes
3470,"Positive, no issues",No
3471,"Positive, no issues",No
3472,"Positive, no issues",No
3473,Shim worn out quickly,Yes
3474,Shim worn out quickly,Yes
3475,Shim broke after 2 months,Yes
3476,"Positive, no issues",No
3477,"Positive, no issues",No
3478,Shim broke after 2 months,Yes
3479,"Positive, no issues",No
3480,"Positive, no issues",No
3481,"Positive, no issues",No
3482,Crack appeared,Yes
3483,"Positive, no issues",No
3484,Shim worn out quickly,Yes
3485,Shim broke after 2 months,Yes
3486,Crack appeared,Yes
3487,Shim broke after 2 months,Yes
3488,"Positive, no issues",No
3489,Shim broke after 2 months,Yes
3490,"Positive, no issues",No
3491,Shim worn out quickly,Yes
3492,Crack appeared,Yes
3493,Shim worn out quickly,Yes
3494,Shim worn out quickly,Yes
3495,"Positive, no issues",No
3496,Shim broke after 2 months,Yes
3497,Shim broke after 2 months,Yes
3498,Shim worn out quickly,Yes
3499,"Positive, no issues",No
3500,Crack appeared,Yes
3501,"Positive, no issues",No
3502,"Positive, no issues",No
3503,Shim broke after 2 months,Yes
3504,Shim worn out quickly,Yes
3505,Crack appeared,Yes
3506,"Positive, no issues",No
3507,Shim worn out quickly,Yes
3508,Crack appeared,Yes
3509,Shim worn out quickly,Yes
3510,Shim worn out quickly,Yes
3511,Shim broke after 2 months,Yes
3512,Shim worn out quickly,Yes
3513,Crack appeared,Yes
3514,"Positive, no issues",No
3515,Shim broke after 2 months,Yes
3516,Shim broke after 2 months,Yes
3517,"Positive, no issues",No
3518,"Positive, no issues",No
3519,"Positive, no issues",No
3520,Shim worn out quickly,Yes
3521,Crack appeared,Yes
3522,"Positive, no issues",No
3523,"Positive, no issues",No
3524,"Positive, no issues",No
3525,Shim broke after 2 months,Yes
3526,Shim broke after 2 months,Yes
3527,"Positive, no issues",No
3528,Crack appeared,Yes
3529,Shim worn out quickly,Yes
3530,Shim worn out quickly,Yes
3531,Shim worn out quickly,Yes
3532,"Positive, no issues",No
3533,"Positive, no issues",No
3534,"Positive, no issues",No
3535,Crack appeared,Yes
3536,Shim broke after 2 months,Yes
3537,"Positive, no issues",No
3538,"Positive, no issues",No
3539,"Positive, no issues",No
3540,Shim broke after 2 months,Yes
3541,"Positive, no issues",No
3542,"Positive, no issues",No
3543,Crack appeared,Yes
3544,Crack appeared,Yes
3545,Crack appeared,Yes
3546,Shim broke after 2 months,Yes
3547,"Positive, no issues",No
3548,Shim broke after 2 months,Yes
3549,"Positive, no issues",No
3550,"Positive, no issues",No
3551,Crack appeared,Yes
3552,"Positive, no issues",No
3553,"Positive, no issues",No
3554,Shim worn out quickly,Yes
3555,Shim worn out quickly,Yes
3556,"Positive, no issues",No
3557,"Positive, no issues",No
3558,Crack appeared,Yes
3559,"Positive, no issues",No
3560,"Positive, no issues",No
3561,"Positive, no issues",No
3562,Shim worn out quickly,Yes
3563,"Positive, no issues",No
3564,"Positive, no issues",No
3565,"Positive, no issues",No
3566,Shim broke after 2 months,Yes
3567,Crack appeared,Yes
3568,"Positive, no issues",No
3569,"Positive, no issues",No
3570,Shim worn out quickly,Yes
3571,"Positive, no issues",No
3572,"Positive, no issues",No
3573,Crack appeared,Yes
3574,Shim worn out quickly,Yes
3575,"Positive, no issues",No
3576,"Positive, no issues",No
3577,"Positive, no issues",No
3578,"Positive, no issues",No
3579,Shim worn out quickly,Yes
3580,"Positive, no issues",No
3581,Shim broke after 2 months,Yes
3582,Shim worn out quickly,Yes
3583,Shim worn out quickly,Yes
3584,Shim worn out quickly,Yes
3585,"Positive, no issues",No
3586,"Positive, no issues",No
3587,"Positive, no issues",No
3588,"Positive, no issues",No
3589,"Positive, no issues",No
3590,"Positive, no issues",No
3591,Crack appeared,Yes
3592,"Positive, no issues",No
3593,"Positive, no issues",No
3594,Shim worn out quickly,Yes
3595,Shim worn out quickly,Yes
3596,Shim broke after 2 months,Yes
3597,Crack appeared,Yes
3598,Crack appeared,Yes
3599,Shim worn out quickly,Yes
3600,Shim broke after 2 months,Yes
3601,"Positive, no issues",No
3602,"Positive, no issues",No
3603,"Positive, no issues",No
3604,Crack appeared,Yes
3605,Shim broke after 2 months,Yes
3606,"Positive, no issues",No
3607,"Positive, no issues",No
3608,Shim worn out quickly,Yes
3609,"Positive, no issues",No
3610,"Positive, no issues",No
3611,"Positive, no issues",No
3612,Crack appeared,Yes
3613,"Positive, no issues",No
3614,"Positive, no issues",No
3615,"Positive, no issues",No
3616,Crack appeared,Yes
3617,"Positive, no issues",No
3618,Crack appeared,Yes
3619,Crack appeared,Yes
3620,Shim broke after 2 months,Yes
3621,"Positive, no issues",No
3622,Shim worn out quickly,Yes
3623,"Positive, no issues",No
3624,Crack appeared,Yes
3625,Shim worn out quickly,Yes
3626,"Positive, no issues",No
3627,"Positive, no issues",No
3628,"Positive, no issues",No
3629,Shim worn out quickly,Yes
3630,Shim broke after 2 months,Yes
3631,Shim worn out quickly,Yes
3632,"Positive, no issues",No
3633,"Positive, no issues",No
3634,Crack appeared,Yes
3635,Crack appeared,Yes
3636,Crack appeared,Yes
3637,"Positive, no issues",No
3638,Crack appeared,Yes
3639,Shim broke after 2 months,Yes
3640,Crack appeared,Yes
3641,Crack appeared,Yes
3642,"Positive, no issues",No
3643,Crack appeared,Yes
3644,Shim broke after 2 months,Yes
3645,Crack appeared,Yes
3646,"Positive, no issues",No
3647,"Positive, no issues",No
3648,"Positive, no issues",No
3649,Shim broke after 2 months,Yes
3650,Shim broke after 2 months,Yes
3651,"Positive, no issues",No
3652,"Positive, no issues",No
3653,Shim worn out quickly,Yes
3654,Shim worn out quickly,Yes
3655,"Positive, no issues",No
3656,Shim worn out quickly,Yes
3657,Shim worn out quickly,Yes
3658,"Positive, no issues",No
3659,"Positive, no issues",No
3660,Crack appeared,Yes
3661,"Positive, no issues",No
3662,Crack appeared,Yes
3663,Shim worn out quickly,Yes
3664,"Positive, no issues",No
3665,Shim worn out quickly,Yes
3666,Shim worn out quickly,Yes
3667,Shim broke after 2 months,Yes
3668,Shim worn out quickly,Yes
3669,Shim worn out quickly,Yes
3670,"Positive, no issues",No
3671,"Positive, no issues",No
3672,Shim broke after 2 months,Yes
3673,"Positive, no issues",No
3674,Shim broke after 2 months,Yes
3675,Shim broke after 2 months,Yes
3676,Shim broke after 2 months,Yes
3677,"Positive, no issues",No
3678,Shim worn out quickly,Yes
3679,"Positive, no issues",No
3680,"Positive, no issues",No
3681,Shim worn out quickly,Yes
3682,"Positive, no issues",No
3683,Crack appeared,Yes
3684,Shim broke after 2 months,Yes
3685,"Positive, no issues",No
3686,Crack appeared,Yes
3687,Shim worn out quickly,Yes
3688,Crack appeared,Yes
3689,"Positive, no issues",No
3690,"Positive, no issues",No
3691,Shim broke after 2 months,Yes
3692,Shim broke after 2 months,Yes
3693,Shim worn out quickly,Yes
3694,"Positive, no issues",No
3695,"Positive, no issues",No
3696,Shim worn out quickly,Yes
3697,Shim worn out quickly,Yes
3698,Crack appeared,Yes
3699,"Positive, no issues",No
3700,Crack appeared,Yes
3701,"Positive, no issues",No
3702,"Positive, no issues",No
3703,Shim broke after 2 months,Yes
3704,Shim broke after 2 months,Yes
3705,"Positive, no issues",No
3706,"Positive, no issues",No
3707,"Positive, no issues",No
3708,Shim worn out quickly,Yes
3709,"Positive, no issues",No
3710,"Positive, no issues",No
3711,"Positive, no issues",No
3712,"Positive, no issues",No
3713,"Positive, no issues",No
3714,"Positive, no issues",No
3715,Shim broke after 2 months,Yes
3716,"Positive, no issues",No
3717,Shim worn out quickly,Yes
3718,"Positive, no issues",No
3719,"Positive, no issues",No
3720,Shim worn out quickly,Yes
3721,Shim worn out quickly,Yes
3722,Shim broke after 2 months,Yes
3723,Shim broke after 2 months,Yes
3724,"Positive, no issues",No
3725,Shim broke after 2 months,Yes
3726,Shim broke after 2 months,Yes
3727,"Positive, no issues",No
3728,Shim broke after 2 months,Yes
3729,"Positive, no issues",No
3730,"Positive, no issues",No
3731,Shim worn out quickly,Yes
3732,Shim worn out quickly,Yes
3733,Shim broke after 2 months,Yes
3734,Shim broke after 2 months,Yes
3735,"Positive, no issues",No
3736,Crack appeared,Yes
3737,Shim worn out quickly,Yes
3738,"Positive, no issues",No
3739,"Positive, no issues",No
3740,"Positive, no issues",No
3741,"Positive, no issues",No
3742,Crack appeared,Yes
3743,"Positive, no issues",No
3744,"Positive, no issues",No
3745,Shim worn out quickly,Yes
3746,"Positive, no issues",No
3747,Shim broke after 2 months,Yes
3748,Shim broke after 2 months,Yes
3749,Shim worn out quickly,Yes
3750,Shim broke after 2 months,Yes
3751,Crack appeared,Yes
3752,"Positive, no issues",No
3753,Crack appeared,Yes
3754,Crack appeared,Yes
3755,Crack appeared,Yes
3756,Crack appeared,Yes
3757,"Positive, no issues",No
3758,Shim worn out quickly,Yes
3759,"Positive, no issues",No
3760,Shim worn out quickly,Yes
3761,"Positive, no issues",No
3762,Shim worn out quickly,Yes
3763,"Positive, no issues",No
3764,"Positive, no issues",No
3765,Crack appeared,Yes
3766,"Positive, no issues",No
3767,"Positive, no issues",No
3768,Crack appeared,Yes
3769,Shim worn out quickly,Yes
3770,"Positive, no issues",No
3771,Shim worn out quickly,Yes
3772,"Positive, no issues",No
3773,Shim broke after 2 months,Yes
3774,Shim broke after 2 months,Yes
3775,"Positive, no issues",No
3776,"Positive, no issues",No
3777,Shim worn out quickly,Yes
3778,Shim broke after 2 months,Yes
3779,"Positive, no issues",No
3780,Crack appeared,Yes
3781,Shim worn out quickly,Yes
3782,Shim broke after 2 months,Yes
3783,Shim worn out quickly,Yes
3784,Shim worn out quickly,Yes
3785,"Positive, no issues",No
3786,"Positive, no issues",No
3787,"Positive, no issues",No
3788,"Positive, no issues",No
3789,Shim broke after 2 months,Yes
3790,"Positive, no issues",No
3791,Shim worn out quickly,Yes
3792,"Positive, no issues",No
3793,"Positive, no issues",No
3794,"Positive, no issues",No
3795,Crack appeared,Yes
3796,Crack appeared,Yes
3797,Shim broke after 2 months,Yes
3798,Shim broke after 2 months,Yes
3799,Shim broke after 2 months,Yes
3800,"Positive, no issues",No
3801,"Positive, no issues",No
3802,Shim worn out quickly,Yes
3803,Shim worn out quickly,Yes
3804,Crack appeared,Yes
3805,"Positive, no issues",No
3806,Crack appeared,Yes
3807,"Positive, no issues",No
3808,Shim broke after 2 months,Yes
3809,"Positive, no issues",No
3810,Crack appeared,Yes
3811,"Positive, no issues",No
3812,"Positive, no issues",No
3813,"Positive, no issues",No
3814,"Positive, no issues",No
3815,Shim broke after 2 months,Yes
3816,"Positive, no issues",No
3817,"Positive, no issues",No
3818,"Positive, no issues",No
3819,Shim broke after 2 months,Yes
3820,"Positive, no issues",No
3821,"Positive, no issues",No
3822,Crack appeared,Yes
3823,"Positive, no issues",No
3824,Shim worn out quickly,Yes
3825,"Positive, no issues",No
3826,"Positive, no issues",No
3827,Crack appeared,Yes
3828,Crack appeared,Yes
3829,"Positive, no issues",No
3830,Shim broke after 2 months,Yes
3831,Shim broke after 2 months,Yes
3832,Crack appeared,Yes
3833,"Positive, no issues",No
3834,Shim broke after 2 months,Yes
3835,"Positive, no issues",No
3836,Crack appeared,Yes
3837,Shim worn out quickly,Yes
3838,"Positive, no issues",No
3839,Shim worn out quickly,Yes
3840,"Positive, no issues",No
3841,"Positive, no issues",No
3842,"Positive, no issues",No
3843,"Positive, no issues",No
3844,Shim broke after 2 months,Yes
3845,"Positive, no issues",No
3846,Shim broke after 2 months,Yes
3847,Shim broke after 2 months,Yes
3848,"Positive, no issues",No
3849,Shim worn out quickly,Yes
3850,"Positive, no issues",No
3851,"Positive, no issues",No
3852,Crack appeared,Yes
3853,"Positive, no issues",No
3854,Shim worn out quickly,Yes
3855,Shim broke after 2 months,Yes
3856,Shim broke after 2 months,Yes
3857,"Positive, no issues",No
3858,"Positive, no issues",No
3859,"Positive, no issues",No
3860,"Positive, no issues",No
3861,Shim broke after 2 months,Yes
3862,Shim broke after 2 months,Yes
3863,"Positive, no issues",No
3864,"Positive, no issues",No
3865,Crack appeared,Yes
3866,"Positive, no issues",No
3867,"Positive, no issues",No
3868,"Positive, no issues",No
3869,Crack appeared,Yes
3870,Crack appeared,Yes
3871,Shim worn out quickly,Yes
3872,"Positive, no issues",No
3873,"Positive, no issues",No
3874,"Positive, no issues",No
3875,Shim broke after 2 months,Yes
3876,Crack appeared,Yes
3877,Shim worn out quickly,Yes
3878,Shim broke after 2 months,Yes
3879,Shim worn out quickly,Yes
3880,"Positive, no issues",No
3881,Shim broke after 2 months,Yes
3882,Shim broke after 2 months,Yes
3883,"Positive, no issues",No
3884,Crack appeared,Yes
3885,"Positive, no issues",No
3886,Crack appeared,Yes
3887,Crack appeared,Yes
3888,"Positive, no issues",No
3889,Shim worn out quickly,Yes
3890,"Positive, no issues",No
3891,Shim worn out quickly,Yes
3892,Shim broke after 2 months,Yes
3893,Crack appeared,Yes
3894,Crack appeared,Yes
3895,Shim worn out quickly,Yes
3896,Crack appeared,Yes
3897,"Positive, no issues",No
3898,"Positive, no issues",No
3899,Shim broke after 2 months,Yes
3900,Shim worn out quickly,Yes
3901,Shim broke after 2 months,Yes
3902,"Positive, no issues",No
3903,Shim broke after 2 months,Yes
3904,"Positive, no issues",No
3905,Shim worn out quickly,Yes
3906,"Positive, no issues",No
3907,Shim broke after 2 months,Yes
3908,Shim worn out quickly,Yes
3909,Crack appeared,Yes
3910,"Positive, no issues",No
3911,Crack appeared,Yes
3912,"Positive, no issues",No
3913,"Positive, no issues",No
3914,Shim worn out quickly,Yes
3915,Shim worn out quickly,Yes
3916,"Positive, no issues",No
3917,Shim worn out quickly,Yes
3918,"Positive, no issues",No
3919,Crack appeared,Yes
3920,Crack appeared,Yes
3921,Shim broke after 2 months,Yes
3922,Shim broke after 2 months,Yes
3923,"Positive, no issues",No
3924,Shim worn out quickly,Yes
3925,"Positive, no issues",No
3926,"Positive, no issues",No
3927,Shim broke after 2 months,Yes
3928,Shim broke after 2 months,Yes
3929,Shim worn out quickly,Yes
3930,"Positive, no issues",No
3931,"Positive, no issues",No
3932,"Positive, no issues",No
3933,"Positive, no issues",No
3934,"Positive, no issues",No
3935,"Positive, no issues",No
3936,"Positive, no issues",No
