ShimID,Diameter (mm),Production Month,Screw Parameters,Handlebar Width (mm)
2825,37,2022-12,Type B / 6mm,686
2826,24,2022-01,Type C / 4mm,786
2827,29,2022-10,Type C / 4mm,747
2828,32,2022-11,Type B / 4mm,789
2829,33,2022-04,Type B / 5mm,650
2830,39,2022-04,Type B / 5mm,662
2831,35,2022-01,Type A / 6mm,674
2832,22,2023-11,Type A / 5mm,769
2833,33,2022-08,Type A / 5mm,794
2834,40,2023-09,Type A / 5mm,676
2835,23,2022-10,Type C / 6mm,746
2836,36,2023-01,Type C / 5mm,649
2837,33,2022-06,Type A / 6mm,694
2838,38,2022-10,Type A / 4mm,789
2839,30,2023-03,Type C / 5mm,672
2840,33,2023-06,Type C / 6mm,710
2841,24,2022-01,Type C / 4mm,763
2842,38,2023-11,Type B / 5mm,720
2843,35,2023-08,Type A / 5mm,773
2844,29,2023-11,Type B / 4mm,656
2845,37,2023-05,Type B / 6mm,699
2846,26,2022-03,Type B / 5mm,729
2847,40,2023-01,Type A / 4mm,645
2848,38,2022-10,Type A / 5mm,756
2849,34,2022-02,Type A / 6mm,680
2850,22,2022-03,Type C / 5mm,795
2851,36,2023-09,Type A / 5mm,705
2852,28,2022-04,Type A / 6mm,657
2853,27,2023-06,Type C / 4mm,766
2854,31,2022-11,Type B / 6mm,790
2855,28,2022-05,Type B / 4mm,644
2856,35,2022-04,Type B / 5mm,683
2857,20,2022-08,Type A / 4mm,730
2858,22,2022-04,Type A / 5mm,653
2859,39,2023-12,Type C / 4mm,661
2860,33,2023-08,Type A / 4mm,798
2861,27,2022-12,Type C / 6mm,747
2862,30,2023-06,Type C / 6mm,656
2863,31,2023-05,Type A / 4mm,662
2864,39,2023-04,Type C / 4mm,763
2865,25,2023-05,Type C / 5mm,782
2866,30,2022-07,Type C / 5mm,694
2867,21,2023-01,Type A / 4mm,760
2868,33,2023-03,Type C / 5mm,688
2869,29,2022-03,Type C / 5mm,710
2870,34,2023-11,Type C / 5mm,769
2871,34,2023-09,Type C / 6mm,787
2872,31,2023-04,Type A / 4mm,721
2873,33,2023-08,Type C / 4mm,700
2874,27,2022-07,Type C / 4mm,765
2875,31,2022-03,Type C / 4mm,669
2876,26,2023-08,Type C / 5mm,685
2877,36,2023-12,Type C / 4mm,709
2878,23,2022-03,Type A / 6mm,783
2879,36,2023-01,Type A / 4mm,748
2880,33,2023-02,Type C / 5mm,745
2881,21,2023-03,Type B / 6mm,780
2882,20,2023-01,Type A / 5mm,781
2883,39,2022-04,Type B / 4mm,723
2884,26,2023-02,Type B / 4mm,718
2885,21,2022-11,Type C / 4mm,759
2886,40,2023-10,Type A / 6mm,782
2887,31,2022-10,Type B / 6mm,654
2888,35,2023-07,Type A / 4mm,643
2889,21,2023-07,Type A / 6mm,722
2890,21,2022-01,Type A / 5mm,697
2891,31,2022-05,Type B / 6mm,781
2892,37,2023-07,Type A / 4mm,793
2893,25,2023-11,Type B / 5mm,669
2894,31,2022-03,Type B / 6mm,792
2895,20,2023-11,Type B / 6mm,765
2896,26,2022-06,Type B / 4mm,750
2897,39,2023-07,Type B / 4mm,674
2898,36,2023-08,Type A / 6mm,772
2899,40,2022-11,Type C / 4mm,796
2900,37,2022-01,Type B / 4mm,755
2901,33,2023-10,Type A / 6mm,771
2902,39,2022-11,Type B / 4mm,742
2903,26,2022-08,Type A / 6mm,796
2904,23,2023-12,Type A / 6mm,652
2905,35,2022-06,Type A / 5mm,745
2906,36,2023-07,Type A / 6mm,680
2907,33,2022-08,Type C / 6mm,703
2908,39,2022-06,Type B / 6mm,787
2909,23,2023-08,Type A / 6mm,760
2910,23,2022-04,Type A / 5mm,712
2911,39,2022-10,Type B / 6mm,748
2912,40,2023-09,Type C / 6mm,761
2913,26,2023-03,Type A / 4mm,680
2914,25,2022-09,Type C / 6mm,675
2915,34,2022-12,Type A / 4mm,752
2916,33,2022-11,Type C / 6mm,717
2917,28,2023-04,Type C / 5mm,787
2918,31,2023-09,Type A / 4mm,774
2919,30,2022-09,Type C / 4mm,684
2920,27,2023-04,Type A / 5mm,655
2921,39,2023-11,Type A / 5mm,705
2922,22,2023-12,Type C / 6mm,780
2923,29,2023-08,Type A / 4mm,710
2924,28,2022-01,Type C / 6mm,712
2925,21,2022-06,Type C / 6mm,785
2926,37,2022-05,Type C / 6mm,764
2927,25,2023-01,Type B / 4mm,763
2928,21,2023-10,Type C / 5mm,798
2929,33,2022-09,Type C / 4mm,674
2930,22,2022-03,Type A / 5mm,667
2931,35,2023-05,Type B / 5mm,661
2932,25,2023-02,Type A / 5mm,643
2933,24,2023-06,Type A / 6mm,754
2934,37,2023-12,Type C / 4mm,765
2935,38,2023-07,Type C / 4mm,648
2936,34,2023-07,Type C / 5mm,776
2937,33,2023-01,Type C / 4mm,717
2938,38,2022-06,Type A / 4mm,782
2939,39,2023-09,Type A / 4mm,675
2940,36,2022-01,Type B / 4mm,678
2941,29,2023-04,Type B / 6mm,643
2942,25,2023-05,Type A / 6mm,677
2943,34,2023-10,Type B / 6mm,797
2944,33,2023-02,Type B / 4mm,711
2945,24,2023-11,Type A / 6mm,754
2946,21,2022-04,Type B / 6mm,694
2947,35,2022-07,Type C / 6mm,641
2948,37,2023-02,Type C / 6mm,660
2949,35,2022-04,Type B / 5mm,776
2950,22,2023-12,Type B / 4mm,721
2951,28,2022-12,Type B / 4mm,668
2952,40,2022-10,Type B / 5mm,752
2953,28,2023-05,Type B / 5mm,748
2954,25,2022-03,Type C / 4mm,719
2955,34,2023-02,Type B / 6mm,644
2956,40,2023-04,Type C / 6mm,724
2957,29,2023-05,Type A / 6mm,734
2958,25,2022-06,Type C / 4mm,777
2959,31,2022-07,Type B / 6mm,782
2960,28,2023-11,Type A / 4mm,707
2961,23,2023-12,Type B / 4mm,654
2962,20,2023-06,Type A / 4mm,762
2963,34,2022-09,Type C / 4mm,784
2964,24,2023-04,Type A / 5mm,648
2965,23,2022-03,Type C / 6mm,778
2966,28,2023-01,Type B / 5mm,676
2967,27,2022-06,Type A / 6mm,760
2968,26,2022-12,Type A / 5mm,747
2969,28,2023-07,Type A / 4mm,739
2970,25,2023-11,Type B / 4mm,755
2971,33,2023-04,Type B / 6mm,786
2972,24,2022-04,Type A / 6mm,679
2973,28,2022-04,Type C / 4mm,725
2974,29,2022-01,Type C / 4mm,784
2975,22,2022-09,Type C / 4mm,676
2976,37,2023-04,Type B / 4mm,768
2977,37,2023-09,Type C / 4mm,681
2978,30,2023-12,Type B / 5mm,652
2979,31,2022-08,Type A / 6mm,764
2980,27,2023-04,Type A / 4mm,696
2981,22,2022-03,Type C / 5mm,711
2982,29,2022-08,Type B / 4mm,737
2983,27,2022-11,Type A / 6mm,741
2984,28,2022-06,Type A / 4mm,767
2985,20,2022-12,Type B / 5mm,786
2986,26,2023-08,Type B / 5mm,719
2987,33,2022-06,Type A / 6mm,666
2988,34,2023-12,Type A / 5mm,657
2989,20,2022-07,Type A / 5mm,679
2990,28,2023-03,Type B / 4mm,764
2991,27,2023-12,Type C / 5mm,689
2992,27,2022-10,Type B / 4mm,785
2993,34,2022-09,Type A / 6mm,752
2994,39,2022-04,Type C / 6mm,672
2995,20,2023-10,Type A / 6mm,646
2996,31,2023-04,Type C / 6mm,656
2997,25,2022-07,Type C / 5mm,791
2998,26,2022-05,Type C / 5mm,779
2999,31,2023-05,Type B / 4mm,705
3000,22,2022-03,Type B / 6mm,693
3001,36,2023-09,Type A / 5mm,783
3002,38,2023-12,Type C / 6mm,649
3003,30,2022-07,Type B / 6mm,654
3004,33,2022-03,Type C / 6mm,702
3005,39,2023-12,Type B / 6mm,737
3006,24,2023-03,Type C / 6mm,756
3007,38,2022-03,Type B / 4mm,729
3008,40,2023-05,Type A / 5mm,718
3009,39,2023-05,Type C / 6mm,645
3010,24,2023-04,Type A / 5mm,785
3011,29,2023-04,Type A / 6mm,760
3012,27,2023-10,Type B / 6mm,663
3013,40,2022-12,Type A / 5mm,640
3014,28,2023-04,Type C / 4mm,736
3015,32,2022-12,Type A / 5mm,676
3016,38,2023-01,Type A / 6mm,702
3017,21,2023-04,Type B / 4mm,733
3018,22,2022-01,Type B / 4mm,722
3019,39,2023-05,Type A / 4mm,710
3020,37,2023-01,Type C / 4mm,696
3021,22,2022-04,Type B / 4mm,685
3022,21,2022-04,Type A / 5mm,777
3023,25,2022-07,Type B / 6mm,705
3024,20,2023-07,Type A / 4mm,796
3025,30,2022-11,Type B / 6mm,794
3026,23,2022-07,Type C / 6mm,756
3027,40,2023-08,Type B / 6mm,778
3028,24,2022-03,Type A / 5mm,711
3029,39,2023-06,Type A / 5mm,648
3030,38,2023-09,Type B / 5mm,778
3031,26,2023-03,Type C / 4mm,791
3032,37,2022-04,Type C / 6mm,747
3033,31,2023-12,Type A / 5mm,731
3034,36,2023-01,Type A / 6mm,693
3035,36,2023-09,Type C / 6mm,661
3036,37,2023-08,Type C / 5mm,669
3037,34,2023-03,Type A / 4mm,770
3038,39,2023-03,Type B / 6mm,713
3039,25,2023-02,Type B / 4mm,787
3040,37,2022-04,Type A / 5mm,699
3041,40,2022-05,Type C / 5mm,682
3042,33,2022-04,Type C / 4mm,758
3043,20,2022-08,Type B / 4mm,777
3044,32,2022-10,Type A / 6mm,785
3045,35,2022-10,Type C / 5mm,646
3046,24,2023-07,Type A / 6mm,797
3047,28,2022-04,Type C / 4mm,704
3048,37,2022-11,Type B / 5mm,710
3049,38,2023-03,Type C / 5mm,732
3050,23,2023-04,Type C / 4mm,756
3051,30,2022-07,Type C / 4mm,674
3052,27,2023-10,Type A / 4mm,798
3053,33,2023-08,Type A / 5mm,684
3054,26,2023-03,Type B / 5mm,748
3055,35,2022-09,Type B / 4mm,658
3056,25,2022-06,Type B / 5mm,786
3057,36,2022-06,Type A / 5mm,641
3058,34,2023-12,Type C / 4mm,685
3059,28,2023-07,Type A / 6mm,651
3060,39,2023-03,Type C / 4mm,652
3061,23,2022-08,Type A / 5mm,655
3062,23,2022-09,Type A / 4mm,741
3063,27,2022-06,Type A / 6mm,752
3064,29,2022-04,Type A / 5mm,691
3065,30,2023-08,Type B / 6mm,798
3066,26,2023-11,Type A / 6mm,735
3067,29,2023-04,Type B / 5mm,800
3068,23,2022-12,Type A / 4mm,756
3069,20,2022-07,Type A / 4mm,693
3070,30,2023-01,Type C / 4mm,642
3071,29,2022-09,Type A / 4mm,791
3072,34,2022-04,Type C / 4mm,729
3073,26,2022-08,Type C / 4mm,706
3074,28,2023-12,Type A / 5mm,719
3075,29,2023-11,Type B / 6mm,796
3076,26,2023-02,Type A / 5mm,644
3077,39,2023-03,Type A / 5mm,659
3078,39,2022-12,Type B / 4mm,674
3079,40,2023-02,Type B / 5mm,785
3080,38,2023-02,Type A / 6mm,696
3081,22,2023-10,Type B / 5mm,794
3082,33,2022-12,Type A / 5mm,642
3083,36,2022-10,Type C / 5mm,791
3084,34,2023-02,Type C / 6mm,731
3085,35,2022-12,Type B / 5mm,699
3086,39,2022-04,Type A / 5mm,733
3087,30,2022-06,Type C / 5mm,800
3088,25,2022-03,Type B / 5mm,672
3089,29,2022-02,Type B / 4mm,767
3090,21,2023-01,Type A / 4mm,769
3091,26,2022-07,Type A / 5mm,737
3092,39,2022-12,Type B / 4mm,697
3093,25,2022-03,Type C / 6mm,707
3094,30,2022-07,Type A / 4mm,735
3095,27,2022-03,Type C / 5mm,679
3096,22,2023-09,Type B / 4mm,716
3097,36,2023-02,Type C / 6mm,767
3098,35,2023-09,Type B / 6mm,640
3099,29,2023-12,Type A / 5mm,678
3100,23,2023-10,Type A / 5mm,644
3101,36,2023-09,Type A / 5mm,715
3102,25,2022-08,Type C / 4mm,730
3103,21,2023-02,Type A / 6mm,703
3104,25,2022-09,Type B / 6mm,764
3105,34,2023-03,Type A / 5mm,713
3106,28,2022-10,Type A / 6mm,675
3107,23,2022-05,Type C / 5mm,770
3108,40,2023-06,Type C / 6mm,777
3109,26,2023-01,Type C / 5mm,773
3110,35,2023-11,Type B / 6mm,784
3111,34,2023-06,Type C / 5mm,784
3112,31,2022-04,Type A / 4mm,782
3113,38,2022-03,Type C / 5mm,755
3114,23,2022-12,Type A / 5mm,677
3115,22,2023-09,Type B / 5mm,743
3116,38,2022-01,Type A / 6mm,678
3117,25,2023-04,Type C / 4mm,672
3118,34,2023-04,Type A / 4mm,755
3119,29,2023-07,Type B / 5mm,792
3120,28,2022-12,Type C / 6mm,710
3121,37,2022-08,Type C / 4mm,744
3122,32,2022-10,Type C / 6mm,650
3123,36,2022-06,Type B / 4mm,656
3124,39,2023-06,Type C / 5mm,760
3125,22,2022-04,Type B / 6mm,669
3126,28,2022-08,Type A / 4mm,656
3127,35,2022-04,Type B / 5mm,649
3128,35,2022-06,Type B / 4mm,688
3129,39,2022-01,Type A / 5mm,645
3130,40,2022-12,Type C / 5mm,739
3131,40,2023-09,Type B / 5mm,744
3132,21,2022-11,Type B / 5mm,735
3133,33,2022-04,Type B / 5mm,789
3134,38,2022-04,Type B / 6mm,758
3135,34,2023-01,Type A / 6mm,763
3136,22,2022-04,Type C / 6mm,689
3137,36,2023-12,Type B / 5mm,747
3138,32,2022-08,Type B / 5mm,799
3139,21,2022-05,Type B / 6mm,716
3140,39,2023-12,Type C / 4mm,702
3141,24,2022-04,Type A / 6mm,654
3142,28,2022-10,Type C / 4mm,698
3143,22,2022-01,Type B / 5mm,716
3144,23,2022-10,Type A / 5mm,677
3145,35,2023-11,Type A / 6mm,785
3146,34,2022-05,Type C / 6mm,752
3147,38,2023-07,Type B / 5mm,659
3148,36,2022-09,Type B / 4mm,779
3149,40,2022-08,Type B / 6mm,729
3150,35,2022-12,Type B / 4mm,788
3151,40,2023-04,Type C / 5mm,660
3152,37,2022-10,Type A / 4mm,719
3153,21,2022-10,Type B / 4mm,774
3154,34,2022-04,Type A / 5mm,748
3155,38,2022-07,Type B / 6mm,722
3156,28,2023-02,Type A / 5mm,684
3157,24,2023-05,Type C / 4mm,710
3158,32,2022-01,Type A / 6mm,681
3159,40,2022-05,Type B / 4mm,741
3160,23,2023-10,Type B / 6mm,776
3161,28,2022-09,Type B / 6mm,671
3162,25,2022-06,Type C / 6mm,690
3163,37,2023-03,Type B / 6mm,773
3164,36,2023-01,Type A / 6mm,762
3165,34,2023-11,Type B / 5mm,786
3166,20,2022-11,Type B / 6mm,673
3167,31,2022-05,Type B / 5mm,675
3168,37,2023-11,Type C / 4mm,655
3169,33,2023-10,Type B / 6mm,732
3170,36,2022-12,Type C / 5mm,660
3171,28,2023-03,Type B / 6mm,776
3172,34,2023-07,Type A / 4mm,774
3173,24,2023-06,Type A / 6mm,703
3174,26,2023-11,Type C / 4mm,666
3175,37,2022-12,Type A / 4mm,777
3176,39,2022-10,Type C / 5mm,754
3177,33,2023-07,Type A / 4mm,686
3178,38,2022-10,Type C / 5mm,773
3179,23,2022-01,Type A / 5mm,798
3180,24,2023-02,Type C / 4mm,733
3181,27,2022-02,Type A / 5mm,722
3182,39,2022-04,Type B / 4mm,751
3183,20,2023-09,Type B / 4mm,663
3184,40,2022-04,Type A / 5mm,780
3185,29,2022-04,Type C / 6mm,786
3186,40,2023-07,Type C / 5mm,767
3187,37,2023-08,Type C / 4mm,703
3188,31,2023-03,Type B / 6mm,679
3189,35,2023-06,Type A / 6mm,675
3190,31,2023-04,Type A / 6mm,758
3191,36,2022-03,Type A / 6mm,698
3192,36,2022-10,Type A / 5mm,775
3193,25,2022-06,Type A / 6mm,737
3194,31,2022-09,Type B / 6mm,762
3195,24,2022-04,Type C / 5mm,701
3196,22,2022-09,Type A / 5mm,781
3197,36,2022-04,Type C / 5mm,678
3198,40,2022-09,Type A / 5mm,703
3199,23,2023-07,Type C / 4mm,761
3200,28,2022-08,Type B / 6mm,782
3201,40,2022-09,Type A / 5mm,692
3202,30,2023-01,Type C / 4mm,670
3203,36,2022-05,Type A / 5mm,663
3204,21,2022-05,Type C / 6mm,784
3205,31,2023-10,Type B / 6mm,758
3206,28,2022-09,Type B / 5mm,780
3207,34,2023-04,Type A / 4mm,719
3208,25,2022-04,Type C / 5mm,783
3209,38,2022-01,Type C / 4mm,702
3210,29,2022-02,Type A / 5mm,758
3211,29,2022-05,Type A / 5mm,652
3212,23,2023-04,Type C / 4mm,695
3213,33,2023-07,Type C / 5mm,694
3214,36,2022-02,Type A / 6mm,783
3215,40,2023-06,Type B / 6mm,779
3216,40,2022-01,Type C / 5mm,778
3217,31,2022-06,Type C / 4mm,737
3218,35,2022-03,Type B / 5mm,645
3219,34,2022-04,Type A / 5mm,775
3220,28,2023-10,Type A / 5mm,739
3221,31,2022-10,Type A / 5mm,787
3222,21,2022-01,Type C / 4mm,733
3223,29,2022-08,Type C / 4mm,757
3224,22,2022-08,Type A / 4mm,658
3225,26,2023-11,Type C / 6mm,715
3226,33,2022-11,Type C / 5mm,752
3227,23,2022-09,Type A / 5mm,737
3228,34,2023-10,Type A / 6mm,703
3229,36,2022-10,Type C / 4mm,681
3230,28,2022-12,Type A / 6mm,746
3231,37,2023-12,Type A / 4mm,749
3232,38,2023-02,Type A / 6mm,667
3233,23,2023-06,Type A / 5mm,710
3234,27,2023-10,Type A / 5mm,674
3235,25,2023-02,Type A / 4mm,730
3236,20,2024-01,Type A / 5mm,651
3237,29,2022-05,Type A / 6mm,657
3238,24,2023-06,Type C / 6mm,713
3239,21,2023-12,Type C / 4mm,643
3240,33,2023-02,Type A / 5mm,797
3241,21,2022-06,Type C / 6mm,707
3242,28,2023-10,Type B / 6mm,782
3243,25,2022-09,Type B / 5mm,710
3244,34,2022-10,Type A / 4mm,771
3245,21,2023-04,Type B / 4mm,641
3246,25,2022-02,Type B / 6mm,688
3247,27,2022-05,Type B / 6mm,720
3248,29,2022-03,Type B / 4mm,760
3249,39,2022-03,Type A / 5mm,793
3250,34,2022-08,Type A / 5mm,714
3251,33,2022-09,Type B / 4mm,762
3252,29,2023-06,Type A / 4mm,721
3253,24,2022-03,Type C / 6mm,669
3254,28,2022-05,Type C / 4mm,654
3255,34,2022-12,Type A / 6mm,681
3256,39,2022-01,Type B / 5mm,654
3257,35,2022-10,Type C / 5mm,798
3258,21,2022-10,Type B / 5mm,714
3259,25,2023-03,Type C / 5mm,705
3260,40,2023-01,Type C / 6mm,784
3261,36,2022-11,Type A / 6mm,733
3262,32,2023-11,Type C / 6mm,656
3263,31,2022-08,Type B / 4mm,765
3264,32,2023-05,Type C / 6mm,769
3265,37,2023-02,Type A / 5mm,778
3266,21,2022-12,Type C / 5mm,693
3267,26,2023-11,Type C / 4mm,731
3268,26,2022-08,Type A / 6mm,703
3269,37,2022-01,Type A / 6mm,762
3270,35,2023-03,Type B / 6mm,712
3271,23,2022-07,Type C / 4mm,787
3272,38,2022-08,Type A / 4mm,723
3273,34,2022-01,Type B / 6mm,683
3274,34,2023-11,Type A / 5mm,787
3275,31,2023-01,Type C / 6mm,739
3276,24,2022-07,Type C / 5mm,700
3277,20,2022-06,Type A / 4mm,747
3278,35,2022-10,Type C / 6mm,771
3279,30,2022-03,Type C / 4mm,660
3280,24,2022-02,Type C / 6mm,647
3281,34,2023-05,Type C / 4mm,699
3282,30,2022-05,Type C / 6mm,683
3283,35,2023-06,Type C / 5mm,683
3284,25,2023-12,Type C / 5mm,728
3285,40,2022-02,Type A / 4mm,669
3286,33,2022-07,Type B / 4mm,710
3287,40,2022-08,Type A / 6mm,773
3288,27,2022-04,Type C / 4mm,646
3289,29,2023-10,Type B / 5mm,721
3290,27,2023-01,Type A / 5mm,672
3291,40,2022-09,Type A / 4mm,777
3292,20,2022-09,Type B / 4mm,726
3293,34,2023-08,Type C / 5mm,642
3294,36,2022-10,Type C / 6mm,673
3295,35,2023-03,Type B / 6mm,784
3296,33,2022-07,Type C / 5mm,722
3297,24,2022-02,Type B / 5mm,689
3298,33,2023-07,Type A / 4mm,751
3299,27,2023-04,Type B / 5mm,727
3300,24,2022-12,Type A / 6mm,690
3301,38,2023-09,Type C / 6mm,759
3302,20,2022-04,Type C / 6mm,788
3303,29,2023-03,Type C / 6mm,666
3304,21,2022-05,Type A / 4mm,669
3305,30,2023-12,Type A / 6mm,675
3306,39,2023-07,Type B / 4mm,696
3307,20,2023-01,Type A / 6mm,769
3308,26,2022-12,Type A / 6mm,712
3309,29,2022-06,Type B / 6mm,757
3310,31,2022-02,Type A / 6mm,693
3311,32,2022-04,Type A / 4mm,783
3312,29,2022-11,Type A / 6mm,658
3313,20,2023-04,Type B / 4mm,791
3314,23,2023-12,Type B / 6mm,750
3315,21,2022-01,Type C / 5mm,786
3316,34,2022-11,Type B / 6mm,792
3317,20,2023-03,Type A / 6mm,698
3318,26,2022-11,Type A / 5mm,766
3319,33,2022-11,Type A / 6mm,751
3320,32,2022-09,Type C / 6mm,785
3321,21,2023-08,Type C / 4mm,733
3322,20,2023-02,Type C / 5mm,743
3323,20,2022-08,Type B / 5mm,649
3324,24,2022-09,Type A / 6mm,783
3325,27,2023-08,Type C / 4mm,772
3326,39,2022-12,Type A / 5mm,734
3327,23,2022-11,Type C / 4mm,784
3328,30,2023-08,Type A / 5mm,645
3329,23,2022-11,Type A / 4mm,780
3330,28,2022-10,Type A / 6mm,678
3331,34,2023-09,Type A / 6mm,690
3332,32,2023-02,Type A / 5mm,781
3333,30,2023-01,Type C / 6mm,673
3334,24,2022-04,Type C / 5mm,719
3335,36,2022-07,Type C / 6mm,794
3336,26,2022-08,Type B / 6mm,729
3337,32,2023-03,Type B / 6mm,787
3338,25,2022-10,Type B / 6mm,769
3339,27,2022-05,Type C / 4mm,691
3340,23,2023-07,Type B / 4mm,666
3341,28,2022-09,Type C / 6mm,645
3342,33,2023-09,Type B / 6mm,677
3343,23,2023-10,Type C / 5mm,645
3344,39,2022-09,Type C / 6mm,656
3345,37,2022-11,Type C / 4mm,752
3346,37,2022-12,Type C / 6mm,697
3347,38,2022-10,Type C / 5mm,667
3348,29,2022-11,Type B / 5mm,789
3349,24,2023-07,Type B / 5mm,644
3350,28,2023-10,Type A / 4mm,643
3351,25,2022-09,Type B / 5mm,643
3352,39,2023-12,Type B / 5mm,767
3353,26,2022-03,Type C / 4mm,712
3354,38,2023-01,Type C / 6mm,694
3355,37,2023-04,Type A / 4mm,736
3356,21,2022-09,Type C / 5mm,703
3357,40,2023-01,Type A / 6mm,786
3358,28,2022-05,Type C / 4mm,688
3359,21,2022-02,Type B / 5mm,738
3360,24,2022-11,Type A / 4mm,683
3361,36,2023-02,Type A / 5mm,729
3362,36,2023-11,Type C / 5mm,671
3363,23,2023-04,Type C / 6mm,705
3364,23,2023-10,Type C / 5mm,670
3365,25,2022-03,Type A / 4mm,724
3366,23,2022-06,Type C / 6mm,728
3367,30,2023-11,Type C / 6mm,663
3368,37,2023-03,Type A / 6mm,692
3369,24,2022-10,Type B / 4mm,669
3370,20,2022-10,Type C / 6mm,675
3371,31,2023-08,Type C / 4mm,765
3372,28,2023-12,Type C / 6mm,707
3373,32,2022-12,Type B / 5mm,788
3374,32,2022-03,Type A / 4mm,653
3375,32,2023-12,Type C / 4mm,728
3376,31,2022-07,Type A / 6mm,736
3377,32,2022-07,Type B / 6mm,677
3378,22,2023-07,Type B / 6mm,750
3379,39,2023-03,Type C / 5mm,730
3380,23,2022-12,Type C / 6mm,660
3381,28,2022-09,Type C / 4mm,671
3382,23,2022-09,Type A / 4mm,793
3383,27,2022-04,Type A / 5mm,648
3384,32,2023-05,Type B / 4mm,693
3385,26,2022-01,Type B / 5mm,740
3386,25,2022-09,Type B / 6mm,797
3387,37,2022-02,Type C / 5mm,788
3388,33,2022-06,Type C / 4mm,749
3389,21,2022-10,Type B / 6mm,668
3390,22,2022-04,Type C / 6mm,744
3391,31,2023-12,Type A / 4mm,719
3392,27,2022-11,Type A / 4mm,760
3393,28,2023-07,Type C / 4mm,716
3394,40,2023-11,Type C / 4mm,685
3395,37,2023-10,Type C / 4mm,775
3396,39,2023-04,Type A / 5mm,770
3397,21,2022-01,Type A / 4mm,696
3398,39,2022-08,Type A / 6mm,687
3399,29,2022-10,Type C / 6mm,664
3400,29,2022-09,Type A / 6mm,713
3401,21,2023-06,Type B / 6mm,700
3402,34,2022-11,Type B / 4mm,645
3403,32,2023-01,Type A / 5mm,790
3404,40,2023-01,Type C / 6mm,769
3405,29,2022-12,Type B / 5mm,750
3406,35,2023-06,Type B / 4mm,657
3407,30,2022-09,Type A / 4mm,653
3408,28,2022-02,Type A / 4mm,727
3409,40,2023-08,Type B / 6mm,666
3410,39,2022-07,Type C / 4mm,736
3411,33,2022-10,Type B / 5mm,691
3412,36,2023-01,Type B / 6mm,754
3413,37,2023-06,Type B / 4mm,734
3414,20,2022-12,Type A / 6mm,684
3415,30,2023-08,Type B / 4mm,689
3416,35,2023-10,Type C / 6mm,656
3417,33,2023-03,Type A / 6mm,682
3418,23,2022-02,Type C / 5mm,735
3419,29,2023-09,Type B / 5mm,777
3420,25,2023-02,Type B / 6mm,781
3421,31,2023-07,Type C / 6mm,714
3422,34,2023-07,Type A / 4mm,780
3423,31,2023-04,Type B / 6mm,651
3424,32,2023-02,Type A / 5mm,716
3425,35,2022-07,Type A / 6mm,774
3426,39,2023-02,Type C / 6mm,669
3427,23,2023-04,Type B / 6mm,699
3428,21,2023-07,Type A / 6mm,795
3429,20,2022-12,Type B / 4mm,649
3430,40,2022-06,Type C / 4mm,676
3431,34,2022-07,Type A / 6mm,743
3432,30,2023-04,Type C / 4mm,657
3433,37,2022-02,Type A / 5mm,743
3434,40,2023-03,Type C / 4mm,792
3435,30,2022-10,Type A / 6mm,679
3436,24,2022-09,Type A / 6mm,649
3437,23,2022-05,Type B / 5mm,792
3438,27,2023-12,Type B / 6mm,768
3439,28,2022-12,Type A / 6mm,675
3440,34,2023-12,Type A / 4mm,685
3441,26,2023-06,Type C / 4mm,724
3442,21,2022-10,Type C / 6mm,720
3443,36,2022-08,Type B / 6mm,648
3444,34,2022-12,Type C / 4mm,706
3445,33,2023-04,Type B / 5mm,752
3446,34,2023-11,Type A / 6mm,665
3447,30,2022-08,Type B / 6mm,669
3448,37,2023-11,Type B / 4mm,797
3449,38,2022-09,Type A / 4mm,733
3450,24,2023-09,Type B / 5mm,791
3451,39,2022-02,Type B / 5mm,674
3452,24,2023-12,Type B / 4mm,739
3453,24,2023-04,Type B / 4mm,681
3454,34,2023-08,Type A / 4mm,691
3455,25,2022-07,Type A / 6mm,765
3456,31,2023-12,Type C / 4mm,659
3457,28,2022-02,Type A / 5mm,795
3458,25,2023-01,Type A / 6mm,693
3459,24,2022-06,Type C / 6mm,724
3460,30,2024-01,Type A / 5mm,726
3461,30,2022-09,Type B / 6mm,762
3462,23,2022-03,Type B / 5mm,656
3463,34,2022-09,Type A / 4mm,644
3464,38,2022-04,Type B / 4mm,787
3465,38,2023-08,Type A / 4mm,798
3466,38,2022-11,Type A / 6mm,772
3467,31,2022-11,Type C / 4mm,733
3468,20,2022-08,Type C / 4mm,708
3469,36,2022-07,Type C / 5mm,790
3470,39,2022-06,Type A / 5mm,795
3471,32,2023-06,Type B / 5mm,650
3472,26,2023-05,Type A / 6mm,788
3473,37,2022-06,Type B / 4mm,762
3474,27,2022-11,Type C / 6mm,771
3475,40,2023-09,Type B / 4mm,767
3476,34,2023-03,Type B / 4mm,726
3477,24,2023-02,Type C / 4mm,792
3478,34,2023-12,Type B / 5mm,712
3479,23,2023-03,Type A / 6mm,718
3480,27,2023-05,Type C / 6mm,748
3481,29,2023-04,Type C / 4mm,751
3482,30,2022-04,Type B / 6mm,762
3483,26,2023-07,Type A / 6mm,707
3484,22,2023-04,Type C / 6mm,657
3485,38,2023-10,Type B / 5mm,772
3486,39,2022-04,Type C / 6mm,728
3487,31,2023-06,Type C / 5mm,684
3488,28,2023-09,Type C / 6mm,737
